timestamp,robot_state,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
0.0,2,0.0,0.17453292519943295,-0.3490658503988659,0.5235987755982988,-0.2617993877991494,0.08726646259971647,0.03141075907812829,0.03141075907812929,0.031410759078126516,0.03141075907813207,0.031410759078126516,0.0314107590781279,0.09423227723438488,0.09423227723438787,0.07852689769531629,0.07852689769533017,0.06282151815625303,0.0628215181562558
0.01,2,0.00031410759078128294,0.17484703279021424,-0.34875174280808463,0.5239128831890801,-0.26148528020836814,0.08758057019049775,0.03141075907812829,0.03141075907812929,0.031410759078126516,0.03141075907813207,0.031410759078126516,0.0314107590781279,0.10679658086563619,0.10522604291173313,0.08795012541875424,0.08637958746486318,0.06910366997187833,0.06753313201797499
0.02,2,0.0006279051952931338,0.17516083039472607,-0.34843794520357274,0.5242266807935919,-0.26117148260385625,0.0878943677950096,0.03137976045118508,0.0313797604511834,0.031379760451188954,0.03137976045117785,0.031379760451188954,0.03137976045118479,0.1192554891652806,0.11611596318880965,0.09728655698676703,0.09414703101027211,0.075317624808241,0.07217809883176649
0.03,2,0.0009410831331851431,0.1754740083326181,-0.34812476726568076,0.524539858731484,-0.26085830466596427,0.08820754573290161,0.03131779378920094,0.03131779378920119,0.03131779378919841,0.031317793789209514,0.03131779378919841,0.03131779378920119,0.13159670669500853,0.12689129102908342,0.10652697846855019,0.10182156280265364,0.0814572502420996,0.07675183457617946
0.04,2,0.0012533323356430427,0.17578625753507598,-0.34781251806322283,0.5248521079339419,-0.26054605546350634,0.08851979493535951,0.03122492024578995,0.031224920245789822,0.031224920245792598,0.031224920245787047,0.031224920245792598,0.031224920245789822,0.14380805416309156,0.13754139248487576,0.11566227068377344,0.10939560900554424,0.08751648720444649,0.0812498255262252
0.05,2,0.0015643446504023087,0.17609726984983526,-0.3475015057484636,0.5251631202487012,-0.2602350431487471,0.08883080725011878,0.0311012314759266,0.03110123147592736,0.03110123147592181,0.03110123147592736,0.03110123147592181,0.03110123147592736,0.15587748044387215,0.14805575719186295,0.12468341820187301,0.11686169494987686,0.09348935595988928,0.08566763270788938
0.06,2,0.001873813145857246,0.1764067383452902,-0.3471920372530086,0.525472588744156,-0.25992557465329214,0.08914027574557372,0.03094684954549373,0.030946849545493427,0.030946849545498978,0.030946849545487876,0.030946849545498978,0.030946849545493427,0.16779307447077102,0.15842400874148385,0.13358151823946562,0.12421245251015012,0.09936996200814341,0.09000089627884553
0.07,2,0.002181432413965426,0.17671435761339838,-0.3468844179849005,0.5257802080122642,-0.259617955385184,0.0894478950136819,0.030761926810817984,0.030761926810818352,0.0307619268108128,0.030761926810818352,0.0307619268108128,0.030761926810818352,0.17954307699107097,0.16863591492124505,0.14234778944599402,0.1314406273761809,0.10515250190093361,0.09424533983111813
0.08,2,0.002486898871648548,0.1770198240710815,-0.34657895152721735,0.5260856744699474,-0.25931248892750086,0.08975336147136502,0.03054664576831222,0.030546645768311786,0.030546645768314562,0.030546645768314562,0.030546645768314562,0.030546645768311786,0.1911158921708786,0.17868139781263448,0.1509735805702428,0.13853908621200006,0.11083126896960005,0.09839677461135177
0.09,2,0.0027899110603922927,0.17732283625982523,-0.3462759393384736,0.5263886866586911,-0.2590094767387571,0.09005637366010877,0.030301218874374466,0.030301218874373426,0.030301218874373426,0.030301218874373426,0.030301218874373426,0.030301218874374813,0.2025000990388151,0.1885505437368501,0.15945037899770198,0.14550082369574058,0.11640065895659246,0.10245110365463404
0.1,2,0.0030901699437494742,0.17762309514318242,-0.3459756804551164,0.5266889455420483,-0.2587092178553999,0.09035663254346595,0.030025888335718152,0.030025888335719064,0.03002588833572184,0.03002588833571629,0.03002588833572184,0.030025888335717676,0.21368446275713343,0.19823361303838868,0.16776981915178957,0.1523189694330268,0.12185517554643366,0.10640432582767742
0.11,2,0.0033873792024529136,0.17792030440188586,-0.345678471196413,0.5269861548007517,-0.2584120085966965,0.09065384180216939,0.02972092587034394,0.029720925870344028,0.029720925870341253,0.029720925870346804,0.029720925870341253,0.029720925870344028,0.22465794570914838,0.20772104969688399,0.17592369074944048,0.1589867947371898,0.12718943578974073,0.11025253977748173
0.12,2,0.0036812455268467794,0.17821417072627974,-0.3453846048720191,0.5272800211251456,-0.2581181422723026,0.09094770812656325,0.029386632439386575,0.02938663243938766,0.02938663243938766,0.02938663243938766,0.02938663243938766,0.029386632439386273,0.2354097183920309,0.21700349075780057,0.1839039469038728,0.16549771926963885,0.13239817541571108,0.11399194778147416
0.13,2,0.003971478906347806,0.17850440410578075,-0.3450943714925181,0.5275702545046467,-0.2578279088928016,0.09123794150606428,0.029023337950102694,0.02902333795010148,0.02902333795010148,0.02902333795010703,0.02902333795010148,0.029023337950102868,0.24592917010422033,0.22607177557247754,0.19170271206568779,0.17184531753396404,0.13747625402715902,0.11761885949542278
0.14,2,0.004257792915650727,0.17879071811508368,-0.3448080574832152,0.5278565685139496,-0.2575415948834987,0.0915242555153672,0.02863140093029206,0.028631400930292927,0.028631400930290152,0.028631400930290152,0.028631400930290152,0.028631400930292927,0.25620591941690524,0.2349169548386544,0.1993122897952465,0.17802332521699438,0.1424186601735944,0.12112969559534684
0.15,2,0.004539904997395467,0.1790728301968284,-0.3445259454014704,0.5281386805956942,-0.2572594828017539,0.09180636759711194,0.028211208174474048,0.028211208174472313,0.028211208174477864,0.028211208174466762,0.028211208174477864,0.0282112081744737,0.26622982441924087,0.24353029943225787,0.20672517035805915,0.1840256453710526,0.1472205162968654,0.12452099130987944
