timestamp,robot_state,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
0.0,2,0.0024004985741079288,0.17719748043899403,-0.3475339790451121,0.5163257890980268,-0.2579791961775332,0.08753725604305543,0.03141075907812829,0.03141075907812929,0.031410759078126516,0.03141075907813207,0.031410759078126516,0.0314107590781279,,,,,,
0.01,2,0.0027146061648892117,0.17751158802977532,-0.3472198714543308,0.5166398966888082,-0.2576650885867519,0.08785136363383671,0.03141075907812829,0.03141075907812929,0.031410759078126516,0.03141075907813207,0.031410759078126516,0.0314107590781279,,,,,,
0.02,2,0.0030284037694010627,0.17782538563428715,-0.3469060738498189,0.5169536942933199,-0.25735129098224,0.08816516123834856,0.03137976045118508,0.0313797604511834,0.031379760451188954,0.03137976045117785,0.031379760451188954,0.03137976045118479,,,,,,
0.03,2,0.003341581707293072,0.17813856357217916,-0.34659289591192693,0.517266872231212,-0.25703811304434804,0.08847833917624057,0.03131779378920094,0.03131779378920119,0.03131779378919841,0.031317793789209514,0.03131779378919841,0.03131779378920119,,,,,,
0.04,2,0.0036538309097509714,0.17845081277463706,-0.346280646709469,0.5175791214336699,-0.2567258638418901,0.08879058837869847,0.03122492024578995,0.031224920245789822,0.031224920245792598,0.031224920245787047,0.031224920245792598,0.031224920245789822,,,,,,
0.05,2,0.003964843224510238,0.17876182508939634,-0.3459696343947098,0.5178901337484292,-0.2564148515271309,0.08910160069345774,0.0311012314759266,0.03110123147592736,0.03110123147592181,0.03110123147592736,0.03110123147592181,0.03110123147592736,,,,,,
0.06,2,0.0042743117199651745,0.17907129358485127,-0.3456601658992548,0.5181996022438841,-0.2561053830316759,0.08941106918891267,0.03094684954549373,0.030946849545493427,0.030946849545498978,0.030946849545487876,0.030946849545498978,0.030946849545493427,,,,,,
0.07,2,0.004581930988073355,0.17937891285295945,-0.3453525466311467,0.5185072215119922,-0.2557977637635678,0.08971868845702086,0.030761926810817984,0.030761926810818352,0.0307619268108128,0.030761926810818352,0.0307619268108128,0.030761926810818352,,,,,,
0.08,2,0.004887397445756477,0.17968437931064257,-0.3450470801734635,0.5188126879696754,-0.25549229730588463,0.09002415491470397,0.03054664576831222,0.030546645768311786,0.030546645768314562,0.030546645768314562,0.030546645768314562,0.030546645768311786,,,,,,
0.09,2,0.0051904096345002215,0.1799873914993863,-0.3447440679847198,0.5191157001584191,-0.2551892851171409,0.09032716710344772,0.030301218874374466,0.030301218874373426,0.030301218874373426,0.030301218874373426,0.030301218874373426,0.030301218874374813,,,,,,
0.1,2,0.005490668517857403,0.1802876503827435,-0.3444438091013626,0.5194159590417763,-0.2548890262337837,0.0906274259868049,0.030025888335718152,0.030025888335719064,0.03002588833572184,0.03002588833571629,0.03002588833572184,0.030025888335717676,,,,,,
0.11,2,0.005787877776560842,0.18058485964144694,-0.34414659984265916,0.5197131683004798,-0.25459181697508027,0.09092463524550834,0.02972092587034394,0.029720925870344028,0.029720925870341253,0.029720925870346804,0.029720925870341253,0.029720925870344028,,,,,,
0.12,2,0.006081744100954708,0.18087872596584081,-0.3438527335182653,0.5200070346248736,-0.2542979506506864,0.0912185015699022,0.029386632439386575,0.02938663243938766,0.02938663243938766,0.02938663243938766,0.02938663243938766,0.029386632439386273,,,,,,
