timestamp,robot_state,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
0.0,2,0.0024004985741079,0.177197480438994,-0.3475339790451121,0.5163257890980268,-0.2579791961775332,0.0875372560430554,0.0314107590781282,0.0314107590781292,0.0314107590781265,0.031410759078132,0.0314107590781265,0.0314107590781279,,,,,,
0.01,2,0.0027146061648892,0.1775115880297753,-0.3472198714543308,0.5166398966888082,-0.2576650885867519,0.0878513636338367,0.0314107590781282,0.0314107590781292,0.0314107590781265,0.031410759078132,0.0314107590781265,0.0314107590781279,,,,,,
0.02,2,0.003028403769401,0.1778253856342871,-0.3469060738498189,0.5169536942933199,-0.25735129098224,0.0881651612383485,0.031379760451185,0.0313797604511834,0.0313797604511889,0.0313797604511778,0.0313797604511889,0.0313797604511847,,,,,,
0.03,2,0.003341581707293,0.1781385635721791,-0.3465928959119269,0.517266872231212,-0.257038113044348,0.0884783391762405,0.0313177937892009,0.0313177937892011,0.0313177937891984,0.0313177937892095,0.0313177937891984,0.0313177937892011,,,,,,
0.04,2,0.0036538309097509,0.178450812774637,-0.346280646709469,0.5175791214336699,-0.2567258638418901,0.0887905883786984,0.0312249202457899,0.0312249202457898,0.0312249202457925,0.031224920245787,0.0312249202457925,0.0312249202457898,,,,,,
0.05,2,0.0039648432245102,0.1787618250893963,-0.3459696343947098,0.5178901337484292,-0.2564148515271309,0.0891016006934577,0.0311012314759266,0.0311012314759273,0.0311012314759218,0.0311012314759273,0.0311012314759218,0.0311012314759273,,,,,,
0.06,2,0.0042743117199651,0.1790712935848512,-0.3456601658992548,0.5181996022438841,-0.2561053830316759,0.0894110691889126,0.0309468495454937,0.0309468495454934,0.0309468495454989,0.0309468495454878,0.0309468495454989,0.0309468495454934,,,,,,
0.07,2,0.0045819309880733,0.1793789128529594,-0.3453525466311467,0.5185072215119922,-0.2557977637635678,0.0897186884570208,0.0307619268108179,0.0307619268108183,0.0307619268108128,0.0307619268108183,0.0307619268108128,0.0307619268108183,,,,,,
0.08,2,0.0048873974457564,0.1796843793106425,-0.3450470801734635,0.5188126879696754,-0.2554922973058846,0.0900241549147039,0.0305466457683122,0.0305466457683117,0.0305466457683145,0.0305466457683145,0.0305466457683145,0.0305466457683117,,,,,,
0.09,2,0.0051904096345002,0.1799873914993863,-0.3447440679847198,0.5191157001584191,-0.2551892851171409,0.0903271671034477,0.0303012188743744,0.0303012188743734,0.0303012188743734,0.0303012188743734,0.0303012188743734,0.0303012188743748,,,,,,
0.1,2,0.0054906685178574,0.1802876503827435,-0.3444438091013626,0.5194159590417763,-0.2548890262337837,0.0906274259868049,0.0300258883357181,0.030025888335719,0.0300258883357218,0.0300258883357162,0.0300258883357218,0.0300258883357176,,,,,,
0.11,2,0.0057878777765608,0.1805848596414469,-0.3441465998426591,0.5197131683004798,-0.2545918169750802,0.0909246352455083,0.0297209258703439,0.029720925870344,0.0297209258703412,0.0297209258703468,0.0297209258703412,0.029720925870344,,,,,,
0.12,2,0.0060817441009547,0.1808787259658408,-0.3438527335182653,0.5200070346248736,-0.2542979506506864,0.0912185015699022,0.0293866324393865,0.0293866324393876,0.0293866324393876,0.0293866324393876,0.0293866324393876,0.0293866324393862,,,,,,
0.13,2,0.0063719774804557,0.1811689593453418,-0.3435625001387642,0.5202972680043747,-0.2540077172711854,0.0915087349494032,0.0290233379501026,0.0290233379501014,0.0290233379501014,0.029023337950107,0.0290233379501014,0.0290233379501028,,,,,,
0.14,2,0.0066582914897586,0.1814552733546447,-0.3432761861294613,0.5205835820136776,-0.2537214032618824,0.0917950489587061,0.028631400930292,0.0286314009302929,0.0286314009302901,0.0286314009302901,0.0286314009302901,0.0286314009302929,,,,,,
0.15,2,0.0069404035715033,0.1817373854363894,-0.3429940740477166,0.5208656940954223,-0.2534392911801377,0.0920771610404509,0.028211208174474,0.0282112081744723,0.0,0.0282112081744667,0.0282112081744778,0.0282112081744737,,,,,,
0.16,2,0.007218035315125,0.1820150171800111,-0.3427164423040949,0.521143325839044,-0.253161659436516,0.0923547927840725,0.0277631743621686,0.0277631743621692,0.0277631743621664,0.027763174362172,0.0277631743621664,0.0277631743621678,,,,,,
0.17,2,0.0074909127316116,0.1822878945964977,-0.3424435648876083,0.5214162032555305,-0.2528887820200294,0.0926276702005591,0.0272877416486559,0.0272877416486572,0.0272877416486572,0.0272877416486516,0.0272877416486572,0.0272877416486558,,,,,,
0.18,2,0.0077587665238978,0.182555748388784,-0.3421757110953221,0.5216840570478168,-0.2526209282277432,0.0928955239928454,0.0267853792286254,0.0267853792286248,0.0267853792286221,0.0267853792286332,0.0267853792286221,0.0267853792286262,,,,,,
0.19,2,0.0080213323526292,0.1828183142175153,-0.3419131452665908,0.5219466228765481,-0.2523583623990119,0.0931580898215767,0.0262565828731338,0.0262565828731325,0.0262565828731353,0.0262565828731298,0.0262565828731353,0.0262565828731339,,,,,,
0.2,2,0.0082783510970326,0.1830753329619187,-0.3416561265221873,0.5222036416209516,-0.2521013436546084,0.0934151085659801,0.0257018744403425,0.0257018744403425,0.0257018744403425,0.0257018744403425,0.0257018744403425,0.0257018744403425,,,,,,
0.21,2,0.0085295691106376,0.1833265509755237,-0.3414049085085823,0.5224548596345566,-0.2518501256410034,0.0936663265795852,0.0251218013605032,0.0251218013605031,0.0251218013605059,0.0251218013605059,0.0251218013605059,0.0251218013605031,,,,,,
0.22,2,0.0087747384715948,0.1835717203364809,-0.3411597391476251,0.5227000289955137,-0.2516049562800462,0.0939114959405423,0.0245169360957133,0.0245169360957142,0.0245169360957142,0.0245169360957087,0.0245169360957142,0.0245169360957128,,,,,,
0.23,2,0.0090136172273444,0.1838105990922305,-0.3409208603918756,0.5229389077512634,-0.2513660775242967,0.0941503746962919,0.0238878755749621,0.0238878755749627,0.0238878755749571,0.0238878755749682,0.0238878755749571,0.0238878755749627,,,,,,
0.24,2,0.0092459696333948,0.1840429514982809,-0.3406885079858252,0.5231712601573137,-0.2511337251182463,0.0943827271023423,0.0232352406050368,0.0232352406050351,0.0232352406050406,0.0232352406050351,0.0232352406050406,0.0232352406050365,,,,,,
0.25,2,0.0094715663859734,0.1842685482508595,-0.3404629112332466,0.5233968569098923,-0.2509081283656677,0.0946083238549209,0.0225596752578589,0.0225596752578605,0.0225596752578549,0.0225596752578605,0.0225596752578549,0.0225596752578591,,,,,,
0.26,2,0.009690184848322,0.1844871667132081,-0.3402442927708979,0.523615475372241,-0.250689509903319,0.0948269423172695,0.0218618462348639,0.0218618462348635,0.0218618462348663,0.0218618462348607,0.0218618462348663,0.0218618462348635,,,,,,
0.27,2,0.0099016092704125,0.1846985911352986,-0.3400328683488074,0.5238268997943314,-0.2504780854812286,0.09503836673936,0.021142442209048,0.0211424422090489,0.0211424422090489,0.0211424422090433,0.0211424422090489,0.0211424422090489,,,,,,
0.28,2,0.0101056310018658,0.1849026128667519,-0.3398288466173542,0.5240309215257848,-0.2502740637497753,0.0952423884708133,0.0204021731453295,0.0204021731453285,0.0204021731453285,0.0204021731453396,0.0204021731453285,0.0204021731453285,,,,,,
0.29,2,0.0103020486978648,0.1850990305627509,-0.3396324289213551,0.5242273392217838,-0.2500776460537762,0.0954388061668123,0.019641769599901,0.0196417695999012,0.019641769599904,0.0196417695998984,0.019641769599904,0.0196417695999012,,,,,,
0.3,2,0.0104906685178574,0.1852876503827435,-0.3394438091013626,0.5244159590417763,-0.2498890262337837,0.0956274259868049,0.0188619819992571,0.0188619819992574,0.0188619819992519,0.0188619819992519,0.0188619819992519,0.0188619819992574,,,,,,
0.31,2,0.0106713043168535,0.1854682861817396,-0.3392631733023664,0.5245965948407725,-0.2497083904347875,0.095808061785801,0.0180635798996143,0.0180635798996131,0.0180635798996187,0.0180635798996187,0.0180635798996187,0.0180635798996145,,,,,,
0.32,2,0.010843777829128,0.1856407596940141,-0.3390906997900919,0.524769068353047,-0.249535916922513,0.0959805352980755,0.0172473512274532,0.0172473512274534,0.0172473512274506,0.0172473512274562,0.0172473512274506,0.0172473512274534,,,,,,
0.33,2,0.0110079188441473,0.1858049007090334,-0.3389265587750726,0.5249332093680663,-0.2493717759074937,0.0961446763130948,0.0164141015019285,0.0164141015019297,0.016414101501927,0.016414101501927,0.016414101501927,0.0164141015019284,,,,,,
0.34,2,0.0111635653745465,0.1859605472394326,-0.3387709122446734,0.5250888558984654,-0.2492161293770945,0.096300322843494,0.01556465303992,0.0155646530399206,0.0155646530399233,0.0155646530399122,0.0155646530399233,0.0155646530399192,,,,,,
0.35,2,0.0113105638159916,0.1861075456808777,-0.3386239138032283,0.5252358543399105,-0.2490691309356494,0.0964473212849391,0.014699844144504,0.0146998441445028,0.0146998441445056,0.0146998441445056,0.0146998441445056,0.0146998441445042,,,,,,
0.36,2,0.0114487690987681,0.1862457509636542,-0.3384857085204519,0.525374059622687,-0.248930925652873,0.0965855265677156,0.0138205282776518,0.0138205282776526,0.0138205282776471,0.0138205282776526,0.0138205282776471,0.0138205282776526,,,,,,
0.37,2,0.0115780448309477,0.1863750266958338,-0.3383564327882722,0.5255033353548667,-0.2488016499206933,0.0967148022998952,0.0129275732179615,0.0129275732179606,0.0129275732179634,0.012927573217969,0.0129275732179634,0.0129275732179606,,,,,,
0.38,2,0.0116982634329904,0.1864952452978765,-0.3382362141862295,0.5256235539569094,-0.2486814313186506,0.0968350209019379,0.0120218602042702,0.0120218602042698,0.0120218602042698,0.0120218602042698,0.0120218602042698,0.0120218602042712,,,,,,
0.39,2,0.0118093062636501,0.1866062881285362,-0.3381251713555698,0.5257345967875691,-0.2485703884879909,0.0969460637325976,0.0111042830659741,0.0111042830659741,0.0111042830659768,0.0111042830659657,0.0111042830659768,0.0111042830659741,,,,,,
0.4,2,0.0119110637370594,0.1867080456019455,-0.3380234138821605,0.5258363542609784,-0.2484686310145816,0.0970478212060069,0.0101757473409281,0.0101757473409291,0.0101757473409236,0.0101757473409347,0.0101757473409236,0.0101757473409277,-1.8267204875537613,3.0861958474023705,0.1466863697463905,-0.586003548566606,1.999530366179682,0.8394961430766471
0.41,2,0.0120034354308773,0.1868004172957634,-0.3379310421883426,0.5259287259547962,-0.2483762593207637,0.0971401928998248,0.0092371693817894,0.0092371693817899,0.0092371693817927,0.0092371693817816,0.0092371693817927,0.0092371693817885,0.8535771734090282,-2.2365690480641605,0.465784693549047,3.394747179085055,1.9575128896661016,0.0229081949315544
0.42,2,0.0120863301853942,0.1868833120502803,-0.3378481474338257,0.5260116207093132,-0.2482933645662468,0.0972230876543417,0.0082894754516879,0.0082894754516865,0.0082894754516893,0.0082894754516948,0.0082894754516893,0.0082894754516879,0.670654304325228,2.239830355096695,2.756919969231426,-3.133050204620321,0.883011650630214,-1.879835690981241
0.43,2,0.0121596661934954,0.1869566480583815,-0.3377748114257246,0.5260849567174143,-0.2482200285581456,0.0972964236624429,0.0073336008101162,0.0073336008101165,0.0073336008101165,0.007333600810111,0.0073336008101165,0.0073336008101165,-0.5196455128704582,-3.149443850640927,3.900128623818688,2.575888786869747,2.4567101408658,0.6300985516825748
0.44,2,0.0122233710813948,0.1870203529462809,-0.3377111065378252,0.5261486616053137,-0.2481563236702463,0.0973601285503423,0.0063704887899413,0.0063704887899418,0.0063704887899362,0.0063704887899418,0.0063704887899362,0.0063704887899418,-3.986740540753305,2.06617567000992,0.0802436137062958,-2.8456194746813805,-1.476036195117777,1.367649408087162
